timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1674481284172,257,RegisterPage-0,302,Found,Thread Group 1-1,text,true,,227,126,4,4,http://blazedemo.com/register,257,0,0
1674481284429,416,RegisterPage-1,200,OK,Thread Group 1-1,text,true,,6348,126,4,4,https://blazedemo.com/register,396,0,0
1674481284256,692,LoginPage,200,OK,Thread Group 1-4,text,true,,5970,246,3,3,https://blazedemo.com/login,263,0,0
1674481284256,263,LoginPage-0,302,Found,Thread Group 1-4,text,true,,224,123,3,3,http://blazedemo.com/login,263,0,0
1674481284519,429,LoginPage-1,200,OK,Thread Group 1-4,text,true,,5746,123,3,3,https://blazedemo.com/login,426,0,0
1674481284616,673,LoginPage,200,OK,Thread Group 1-3,text,true,,5970,246,3,3,https://blazedemo.com/login,276,0,0
1674481284616,276,LoginPage-0,302,Found,Thread Group 1-3,text,true,,224,123,3,3,http://blazedemo.com/login,276,0,0
1674481284892,397,LoginPage-1,200,OK,Thread Group 1-3,text,true,,5746,123,3,3,https://blazedemo.com/login,396,0,0
1674481284843,729,LoginPage,200,OK,Thread Group 1-5,text,true,,5966,246,3,3,https://blazedemo.com/login,297,0,0
1674481284843,297,LoginPage-0,302,Found,Thread Group 1-5,text,true,,224,123,3,3,http://blazedemo.com/login,297,0,0
1674481285140,432,LoginPage-1,200,OK,Thread Group 1-5,text,true,,5742,123,3,3,https://blazedemo.com/login,428,0,0
1674481284949,629,RegisterPage,200,OK,Thread Group 1-4,text,true,,6583,252,3,3,https://blazedemo.com/register,260,0,0
1674481284949,260,RegisterPage-0,302,Found,Thread Group 1-4,text,true,,227,126,3,3,http://blazedemo.com/register,260,0,0
1674481285209,369,RegisterPage-1,200,OK,Thread Group 1-4,text,true,,6356,126,3,3,https://blazedemo.com/register,356,0,0
1674481285290,663,RegisterPage,200,OK,Thread Group 1-3,text,true,,6563,252,2,2,https://blazedemo.com/register,272,0,0
1674481285290,272,RegisterPage-0,302,Found,Thread Group 1-3,text,true,,227,126,2,2,http://blazedemo.com/register,272,0,0
1674481285562,391,RegisterPage-1,200,OK,Thread Group 1-3,text,true,,6336,126,2,2,https://blazedemo.com/register,367,0,0
1674481285573,667,RegisterPage,200,OK,Thread Group 1-5,text,true,,6577,252,1,1,https://blazedemo.com/register,290,0,0
1674481285573,290,RegisterPage-0,302,Found,Thread Group 1-5,text,true,,227,126,1,1,http://blazedemo.com/register,290,0,0
1674481285863,377,RegisterPage-1,200,OK,Thread Group 1-5,text,true,,6350,126,1,1,https://blazedemo.com/register,371,0,0
1674540240051,902,HomePage,200,OK,Thread Group 1-1,text,true,,4976,236,3,3,https://blazedemo.com/,338,0,53
1674540240051,338,HomePage-0,302,Found,Thread Group 1-1,text,true,,219,118,3,3,http://blazedemo.com/,338,0,53
1674540240391,562,HomePage-1,200,OK,Thread Group 1-1,text,true,,4757,118,3,3,https://blazedemo.com/,559,0,224
1674540240375,1088,HomePage,200,OK,Thread Group 1-2,text,true,,4976,236,4,4,https://blazedemo.com/,406,0,20
1674540240375,406,HomePage-0,302,Found,Thread Group 1-2,text,true,,219,118,4,4,http://blazedemo.com/,406,0,20
1674540240782,681,HomePage-1,200,OK,Thread Group 1-2,text,true,,4757,118,4,4,https://blazedemo.com/,680,0,269
1674540240954,815,LoginPage,200,OK,Thread Group 1-1,text,true,,5966,246,5,5,https://blazedemo.com/login,278,0,0
1674540240954,278,LoginPage-0,302,Found,Thread Group 1-1,text,true,,224,123,5,5,http://blazedemo.com/login,278,0,0
1674540241232,537,LoginPage-1,200,OK,Thread Group 1-1,text,true,,5742,123,5,5,https://blazedemo.com/login,537,0,0
1674540240774,999,HomePage,200,OK,Thread Group 1-3,text,true,,4976,236,5,5,https://blazedemo.com/,277,0,21
1674540240774,277,HomePage-0,302,Found,Thread Group 1-3,text,true,,219,118,5,5,http://blazedemo.com/,277,0,21
1674540241052,721,HomePage-1,200,OK,Thread Group 1-3,text,true,,4757,118,5,5,https://blazedemo.com/,720,0,307
1674540241175,938,HomePage,200,OK,Thread Group 1-4,text,true,,4976,236,5,5,https://blazedemo.com/,287,0,22
1674540241175,287,HomePage-0,302,Found,Thread Group 1-4,text,true,,219,118,5,5,http://blazedemo.com/,287,0,22
1674540241463,650,HomePage-1,200,OK,Thread Group 1-4,text,true,,4757,118,5,5,https://blazedemo.com/,649,0,173
1674540241464,657,LoginPage,200,OK,Thread Group 1-2,text,true,,5966,246,5,5,https://blazedemo.com/login,308,0,0
1674540241464,308,LoginPage-0,302,Found,Thread Group 1-2,text,true,,224,123,5,5,http://blazedemo.com/login,308,0,0
1674540241772,349,LoginPage-1,200,OK,Thread Group 1-2,text,true,,5742,123,5,5,https://blazedemo.com/login,343,0,0
1674540241770,762,RegisterPage,200,OK,Thread Group 1-1,text,true,,6571,252,5,5,https://blazedemo.com/register,342,0,0
1674540241770,342,RegisterPage-0,302,Found,Thread Group 1-1,text,true,,227,126,5,5,http://blazedemo.com/register,342,0,0
1674540242113,419,RegisterPage-1,200,OK,Thread Group 1-1,text,true,,6344,126,5,5,https://blazedemo.com/register,405,0,0
1674540241774,812,LoginPage,200,OK,Thread Group 1-3,text,true,,5960,246,5,5,https://blazedemo.com/login,338,0,0
1674540241774,338,LoginPage-0,302,Found,Thread Group 1-3,text,true,,224,123,5,5,http://blazedemo.com/login,338,0,0
1674540242112,474,LoginPage-1,200,OK,Thread Group 1-3,text,true,,5736,123,5,5,https://blazedemo.com/login,464,0,0
1674540241575,1074,HomePage,200,OK,Thread Group 1-5,text,true,,4976,236,5,5,https://blazedemo.com/,274,0,25
1674540241575,274,HomePage-0,302,Found,Thread Group 1-5,text,true,,219,118,5,5,http://blazedemo.com/,274,0,25
1674540241851,798,HomePage-1,200,OK,Thread Group 1-5,text,true,,4757,118,5,5,https://blazedemo.com/,792,0,325
1674540242114,669,LoginPage,200,OK,Thread Group 1-4,text,true,,5964,246,5,5,https://blazedemo.com/login,261,0,0
1674540242114,261,LoginPage-0,302,Found,Thread Group 1-4,text,true,,224,123,5,5,http://blazedemo.com/login,261,0,0
1674540242375,408,LoginPage-1,200,OK,Thread Group 1-4,text,true,,5740,123,5,5,https://blazedemo.com/login,392,0,0
1674540242122,672,RegisterPage,200,OK,Thread Group 1-2,text,true,,6573,252,5,5,https://blazedemo.com/register,253,0,0
1674540242122,253,RegisterPage-0,302,Found,Thread Group 1-2,text,true,,227,126,5,5,http://blazedemo.com/register,253,0,0
1674540242375,419,RegisterPage-1,200,OK,Thread Group 1-2,text,true,,6346,126,5,5,https://blazedemo.com/register,409,0,0
1674540242533,672,HomePage,200,OK,Thread Group 1-1,text,true,,4976,236,5,5,https://blazedemo.com/,260,0,0
1674540242533,260,HomePage-0,302,Found,Thread Group 1-1,text,true,,219,118,5,5,http://blazedemo.com/,260,0,0
1674540242794,411,HomePage-1,200,OK,Thread Group 1-1,text,true,,4757,118,5,5,https://blazedemo.com/,398,0,0
1674540242586,648,RegisterPage,200,OK,Thread Group 1-3,text,true,,6571,252,5,5,https://blazedemo.com/register,259,0,0
1674540242586,259,RegisterPage-0,302,Found,Thread Group 1-3,text,true,,227,126,5,5,http://blazedemo.com/register,259,0,0
1674540242846,388,RegisterPage-1,200,OK,Thread Group 1-3,text,true,,6344,126,5,5,https://blazedemo.com/register,375,0,0
1674540242650,629,LoginPage,200,OK,Thread Group 1-5,text,true,,5970,246,5,5,https://blazedemo.com/login,267,0,0
1674540242650,267,LoginPage-0,302,Found,Thread Group 1-5,text,true,,224,123,5,5,http://blazedemo.com/login,267,0,0
1674540242917,362,LoginPage-1,200,OK,Thread Group 1-5,text,true,,5746,123,5,5,https://blazedemo.com/login,352,0,0
1674540242795,587,HomePage,200,OK,Thread Group 1-2,text,true,,4976,236,5,5,https://blazedemo.com/,249,0,0
1674540242795,249,HomePage-0,302,Found,Thread Group 1-2,text,true,,219,118,5,5,http://blazedemo.com/,249,0,0
1674540243044,338,HomePage-1,200,OK,Thread Group 1-2,text,true,,4757,118,5,5,https://blazedemo.com/,332,0,0
1674540242784,679,RegisterPage,200,OK,Thread Group 1-4,text,true,,6573,252,5,5,https://blazedemo.com/register,251,0,0
1674540242784,251,RegisterPage-0,302,Found,Thread Group 1-4,text,true,,227,126,5,5,http://blazedemo.com/register,251,0,0
1674540243035,428,RegisterPage-1,200,OK,Thread Group 1-4,text,true,,6346,126,5,5,https://blazedemo.com/register,415,0,0
1674540243234,581,HomePage,200,OK,Thread Group 1-3,text,true,,4976,236,5,5,https://blazedemo.com/,250,0,0
1674540243234,250,HomePage-0,302,Found,Thread Group 1-3,text,true,,219,118,5,5,http://blazedemo.com/,250,0,0
1674540243484,331,HomePage-1,200,OK,Thread Group 1-3,text,true,,4757,118,5,5,https://blazedemo.com/,331,0,0
1674540243205,622,LoginPage,200,OK,Thread Group 1-1,text,true,,5970,246,5,5,https://blazedemo.com/login,255,0,0
1674540243205,255,LoginPage-0,302,Found,Thread Group 1-1,text,true,,224,123,5,5,http://blazedemo.com/login,255,0,0
1674540243460,367,LoginPage-1,200,OK,Thread Group 1-1,text,true,,5746,123,5,5,https://blazedemo.com/login,361,0,0
1674540243280,616,RegisterPage,200,OK,Thread Group 1-5,text,true,,6569,252,5,5,https://blazedemo.com/register,249,0,0
1674540243280,249,RegisterPage-0,302,Found,Thread Group 1-5,text,true,,227,126,5,5,http://blazedemo.com/register,249,0,0
1674540243529,367,RegisterPage-1,200,OK,Thread Group 1-5,text,true,,6342,126,5,5,https://blazedemo.com/register,344,0,0
1674540243463,639,HomePage,200,OK,Thread Group 1-4,text,true,,4976,236,5,5,https://blazedemo.com/,253,0,0
1674540243463,253,HomePage-0,302,Found,Thread Group 1-4,text,true,,219,118,5,5,http://blazedemo.com/,253,0,0
1674540243716,386,HomePage-1,200,OK,Thread Group 1-4,text,true,,4757,118,5,5,https://blazedemo.com/,379,0,0
1674540243382,768,LoginPage,200,OK,Thread Group 1-2,text,true,,5958,246,5,5,https://blazedemo.com/login,307,0,0
1674540243382,307,LoginPage-0,302,Found,Thread Group 1-2,text,true,,224,123,5,5,http://blazedemo.com/login,307,0,0
1674540243689,461,LoginPage-1,200,OK,Thread Group 1-2,text,true,,5734,123,5,5,https://blazedemo.com/login,461,0,0
1674540243828,610,RegisterPage,200,OK,Thread Group 1-1,text,true,,6571,252,5,5,https://blazedemo.com/register,258,0,0
1674540243828,258,RegisterPage-0,302,Found,Thread Group 1-1,text,true,,227,126,5,5,http://blazedemo.com/register,258,0,0
1674540244086,352,RegisterPage-1,200,OK,Thread Group 1-1,text,true,,6344,126,5,5,https://blazedemo.com/register,349,0,0
1674540243816,640,LoginPage,200,OK,Thread Group 1-3,text,true,,5964,246,4,4,https://blazedemo.com/login,270,0,0
1674540243816,270,LoginPage-0,302,Found,Thread Group 1-3,text,true,,224,123,4,4,http://blazedemo.com/login,270,0,0
1674540244086,370,LoginPage-1,200,OK,Thread Group 1-3,text,true,,5740,123,4,4,https://blazedemo.com/login,359,0,0
1674540243897,583,HomePage,200,OK,Thread Group 1-5,text,true,,4976,236,4,4,https://blazedemo.com/,243,0,0
1674540243897,243,HomePage-0,302,Found,Thread Group 1-5,text,true,,219,118,4,4,http://blazedemo.com/,243,0,0
1674540244140,340,HomePage-1,200,OK,Thread Group 1-5,text,true,,4757,118,4,4,https://blazedemo.com/,337,0,0
1674540244102,635,LoginPage,200,OK,Thread Group 1-4,text,true,,5974,246,4,4,https://blazedemo.com/login,280,0,0
1674540244102,280,LoginPage-0,302,Found,Thread Group 1-4,text,true,,224,123,4,4,http://blazedemo.com/login,280,0,0
1674540244382,355,LoginPage-1,200,OK,Thread Group 1-4,text,true,,5750,123,4,4,https://blazedemo.com/login,354,0,0
1674540244151,773,RegisterPage,200,OK,Thread Group 1-2,text,true,,6573,252,4,4,https://blazedemo.com/register,240,0,0
1674540244151,240,RegisterPage-0,302,Found,Thread Group 1-2,text,true,,227,126,4,4,http://blazedemo.com/register,240,0,0
1674540244391,533,RegisterPage-1,200,OK,Thread Group 1-2,text,true,,6346,126,4,4,https://blazedemo.com/register,528,0,0
1674540244456,658,RegisterPage,200,OK,Thread Group 1-3,text,true,,6575,252,3,3,https://blazedemo.com/register,266,0,0
1674540244456,266,RegisterPage-0,302,Found,Thread Group 1-3,text,true,,227,126,3,3,http://blazedemo.com/register,266,0,0
1674540244722,392,RegisterPage-1,200,OK,Thread Group 1-3,text,true,,6348,126,3,3,https://blazedemo.com/register,369,0,0
1674540244481,767,LoginPage,200,OK,Thread Group 1-5,text,true,,5962,246,2,2,https://blazedemo.com/login,255,0,0
1674540244481,255,LoginPage-0,302,Found,Thread Group 1-5,text,true,,224,123,2,2,http://blazedemo.com/login,255,0,0
1674540244736,512,LoginPage-1,200,OK,Thread Group 1-5,text,true,,5738,123,2,2,https://blazedemo.com/login,503,0,0
1674540244745,646,RegisterPage,200,OK,Thread Group 1-4,text,true,,6573,252,2,2,https://blazedemo.com/register,246,0,0
1674540244745,246,RegisterPage-0,302,Found,Thread Group 1-4,text,true,,227,126,2,2,http://blazedemo.com/register,246,0,0
1674540244992,399,RegisterPage-1,200,OK,Thread Group 1-4,text,true,,6346,126,2,2,https://blazedemo.com/register,378,0,0
1674540245249,626,RegisterPage,200,OK,Thread Group 1-5,text,true,,6573,252,1,1,https://blazedemo.com/register,260,0,0
1674540245249,260,RegisterPage-0,302,Found,Thread Group 1-5,text,true,,227,126,1,1,http://blazedemo.com/register,260,0,0
1674540245510,365,RegisterPage-1,200,OK,Thread Group 1-5,text,true,,6346,126,1,1,https://blazedemo.com/register,344,0,0
